epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6631944179534912,9.999999747378752e-06,1.0651233196258545,0.9221230149269104,0.14201198518276215
1,0.6760912537574768,9.999999747378752e-06,0.9336642622947693,0.9097222089767456,0.179485484957695
2,0.7078372836112976,9.999999747378752e-06,0.823579728603363,0.903769850730896,0.2270609438419342
3,0.7078372836112976,2.9999998787388904e-06,0.8374813199043274,0.8938491940498352,0.2696247100830078
4,0.716269850730896,2.9999998787388904e-06,0.8280894756317139,0.8874008059501648,0.29138508439064026
5,0.733134925365448,8.999999749903509e-07,0.7723451852798462,0.8834325671195984,0.3089906573295593
